22.6675    -0.350785    -0.432786    -0.170362
22.6825    -0.376513    -0.821691    0.428967
22.695    -0.341931    -0.830162    0.357542
22.71    -0.384044    -0.743568    0.46308
22.7225    -0.484535    -0.435489    0.315832
22.7375    -0.486205    -0.0919795    0.135435
22.75    -0.49329    0.0630898    0.095643
22.765    -0.366896    -0.36209    0.116137
22.7775    -0.311305    -0.690318    0.253181
22.7925    -0.226256    -0.738225    0.533247
22.8075    -0.38296    -0.504091    0.191474
22.8125    -0.278126    -0.449188    0.644687
22.825    -0.289849    -0.397756    0.432713
22.84    -0.458516    -0.546615    -0.117745
22.8525    -0.463146    -0.401258    -0.596481
22.8625    -0.487054    -0.237172    -0.843834
22.8775    -0.602536    -0.167798    -0.950335
22.8925    -0.707166    0.00768447    -0.856205
22.905    -0.752169    0.137383    -0.73909
22.92    -0.794583    0.423336    -0.273124
22.9325    -0.385253    -0.349104    -0.0838671
22.9475    -0.455138    -0.126828    0.000566483
22.9575    -0.384423    -0.344924    -0.0849733
22.9625    -0.339222    -0.56173    -0.0866117
22.975    -0.454973    -0.785394    0.261408
22.99    -0.416912    -0.541081    0.728037
23.005    -0.506856    0.244561    1.19016
23.0175    -0.574151    0.470556    1.00007
23.0325    -0.280594    0.859991    0.314347
23.045    -0.526003    0.893245    0.560263
23.06    -0.286272    0.610619    0.0436745
23.0725    -0.520452    0.520415    -0.997624
23.0875    -0.383825    0.576622    -1.90285
23.1    -0.209618    0.115001    -1.78678
23.1075    -0.130075    -0.194006    -0.415053
23.1175    -0.161319    -0.0773218    0.448933
23.1325    0.367995    1.61098    0.573483
23.1475    0.30413    1.68444    1.03612
23.1575    0.384157    1.59855    0.58154
23.1725    0.489101    0.00965071    -0.352124
23.185    0.315264    -0.496799    -0.074852
23.2    0.514112    -0.438041    -0.236143
23.2125    0.263134    -0.11804    -0.705992
23.2275    0.11953    0.514188    -0.938868
23.2325    0.300843    0.74229    -0.672098
23.2425    0.690858    0.345397    -0.122395
23.2575    -0.357976    0.568771    -0.86438
23.27    -0.0523529    -1.16513    0.382321
23.285    -0.293005    0.438843    -0.743101
23.2975    -0.462416    1.30954    -2.52071
23.3125    0.917532    -0.662093    -4.583
23.325    -2.04228    -2.18621    -2.88796
23.34    0.366553    -0.129864    -1.64959
23.355    0.251822    0.732226    -1.65668
23.3675    0.594156    -0.308178    -1.25669
23.3825    0.379112    -0.986188    4.72414
23.395    0.781449    -1.16911    3.82755
23.41    -0.0228248    -0.990035    4.64395
23.4225    -0.288242    -1.73409    2.87665
23.4325    -0.367761    -2.59241    2.08378
23.4375    -0.74474    -2.89608    1.76959
23.4525    -1.39175    0.416029    1.57236
23.4675    0.409982    1.74781    0.587051
23.48    -0.852077    0.410892    0.377081
23.495    0.52995    0.140582    -0.62546
23.5075    0.655841    -0.54534    2.82043
23.51    1.13321    -1.87524    0.379303
23.5225    0.216991    -2.1791    1.7192
23.5375    0.352986    -0.730504    3.03931
23.55    -1.65127    -1.82193    3.4971
23.565    -0.711524    -1.94391    2.77829
23.5775    -1.70971    -1.01011    0.00374508
23.5925    -1.02951    -1.98896    -1.01757
23.6075    -0.742316    1.18576    -1.77717
23.62    -0.176313    1.39328    -0.106832
23.635    -0.128151    1.12075    -2.43852
23.6475    0.322455    0.149034    -0.508265
23.6625    -0.294558    -2.31091    1.92505
23.675    -0.148578    -1.28242    2.51651
23.69    -0.644169    -0.87935    3.09046
23.7025    -0.973425    0.424127    3.02954
23.7075    -0.739628    0.340482    2.32317
23.72    0.0827174    -1.12138    0.648367
23.7325    -0.664037    -1.61156    -0.395061
23.7475    0.324605    -1.98934    1.67172
