2.49995    17.5    30.6066
0.591788    19.2278    29.9973
-2.10177    18.346    26.703
-6.21918    14.0388    20.1442
-8.55317    9.53203    13.767
-7.07105    7.07106    9.99998
-3.9179    4.89678    7.2118
-6.40238    -3.77795    -1.32458
0.0335217    -3.78921    -0.458776
11.8577    1.96199    6.82235
27.5    12.5    19.3934
22.4082    3.77216    13.0027
26.1017    5.65395    17.2969
32.2192    11.9612    25.8558
19.5532    1.46794    17.2329
27.0711    12.9289    30
28.9179    20.1032    37.7882
16.4024    13.7779    31.3246
15.9665    19.7892    36.4588
0.142368    10.038    25.1777
4.50005    19.5    32.6066
0.64113    6.54204    30.9893
-12.2739    -2.29169    19.2634
-7.98755    5.0989    22.6307
-3.1362    11.7735    24.5447
-8.50954    6.76388    14.5033
-15.0711    -0.928935    1.99997
-3.96153    7.66495    6.4755
0.514639    8.48741    4.27489
14.9193    18.4579    12.6136
4.72341    3.48151    -2.44374
19.3588    13.458    9.01069
22.2739    12.2917    10.7366
25.9875    12.9011    15.3693
30.1362    15.2265    22.4552
34.5095    19.2361    31.4966
23.0711    8.92894    26
23.9616    12.3351    33.5245
27.4854    19.5126    43.7251
8.08075    4.54208    30.3864
7.27664    8.5185    34.4438
-3.35877    2.54205    26.9893
5.59313    0.140968    30.4105
-1.46642    -2.28158    24.8108
-4.59933    -0.697698    21.5444
-6.40106    1.83546    18.029
-17.5973    -5.83218    3.70644
-1.07106    13.0711    16
-13.8738    1.26103    -1.72762
-9.2205    5.42543    -2.20935
3.53108    16.2545    5.69983
7.91589    17.4714    6.0088
12.4068    17.859    7.58945
19.4664    20.2816    13.1891
23.5993    19.6977    17.4555
32.401    24.1646    27.971
33.5973    21.8322    32.2935
30.0711    15.929    33
28.8738    13.739    36.7276
26.2205    11.5746    39.2093
14.469    1.74549    32.3002
15.0842    5.52862    36.9912
15.5932    10.141    40.4106
6.22839    -8.49429    19.8553
4.94197    -4.68997    20.5764
8.15066    4.5523    25.2411
-2.67653    0.110929    15.1759
-6.16496    2.73545    11.6808
-12.0711    2.07108    4.99998
-14.3061    3.69341    1.29806
-3.94504    16.15    9.64372
9.78108    30.0045    21.0031
-1.4925    16.8798    7.24319
19.7716    34.4943    26.1447
16.058    25.69    20.4235
19.8493    23.4477    22.7588
25.6765    22.8891    27.8241
16.1649    7.26458    18.3192
30.0711    15.929    33
33.3061    15.3066    37.7019
23.9451    3.85006    30.3563
25.219    4.99549    33.9969
20.4925    2.12023    31.7568
0.228486    -14.4943    13.8554
14.7764    -3.59324    15.8275
9.26737    -3.83302    12.9415
3.83007    -2.71873    10.7465
6.99672    7.64055    17.4573
5.24044    13.0139    19.2001
-7.07107    7.07108    9.99999
-10.7115    8.41497    8.7788
-0.618294    21.6203    20.3624
-1.89833    21.2756    19.4978
3.18209    25.0228    23.8781
5.22356    23.5932    24.1725
1.73258    14.833    18.0585
23.1699    29.7187    36.2535
21.0032    20.3595    30.5427
28.7595    20.9861    34.8
28.0711    13.929    31
27.7115    8.58507    28.2212
33.6183    11.3797    32.6377
23.8984    0.724457    22.5023
22.8179    0.97718    22.1219
14.7765    -3.59322    15.8275
15.5    0.49996    7.3934
19.8576    9.96195    14.8224
6.03348    2.21076    5.54124
6.59759    9.22204    11.6754
-8.91793    -0.103213    2.21182
-7.07107    7.07107    10
-8.55317    9.53206    13.767
-14.2192    6.03885    12.1442
-9.10175    11.3461    19.703
-2.40818    16.2279    26.9973
7.49999    22.5    35.6066
-0.85769    9.03805    24.1776
12.9665    16.7892    33.4588
17.4024    14.778    32.3246
19.9179    11.1032    28.7882
27.071    12.9289    30
31.5532    13.468    29.233
22.2192    1.96117    15.8558
26.1018    5.65395    17.297
19.4082    0.772151    10.0028
15.5001    0.499977    7.39346
17.3588    11.4579    7.01067
11.7234    10.4815    4.55625
7.91927    11.4579    5.61357
-2.48539    5.48738    1.2749
1.03845    12.6649    11.4755
-7.07107    7.07106    10
